"","Region","SurveyName","Year","Species","Common","Bin","WTCPUE","HaulProportion","HaulBin"
"80","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Modiolus modiolus","Northern horsemussel","Less Common",0.5523291,0.0263157894736842,"Rare"
"81","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Myoxocephalus polyacanthocephalus","Great sculpin","Common",155.30421561,0.213157894736842,"Less Common"
"82","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Oregonia gracilis","Graceful decorator crab","Common",1.96630096,0.2,"Less Common"
"83","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Pagurus brandti","Sponge hermit","Less Common",0.73054055,0.0236842105263158,"Rare"
"84","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Pleurogrammus monopterygius","Atka mackerel","Highly Abundant",49861.22527968,0.321052631578947,"Common"
"85","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Podothecus accipenserinus","Sturgeon poacher","Common",3.9418452,0.0894736842105263,"Rare"
"86","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Pseudarchaster parelii","Northern scarlet star","Less Common",0.56903982,0.0394736842105263,"Rare"
"87","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Reinhardtius hippoglossoides","Greenland halibut","Abundant",1191.57469341,0.128947368421053,"Less Common"
"88","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Rossia pacifica","Eastern pacific bobtail","Less Common",1.33025527,0.1,"Rare"
"89","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Sarritor frenatus","Sawback poacher","Common",6.55654829,0.234210526315789,"Less Common"
"90","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Sebastes alutus","Pacific ocean perch","Highly Abundant",28623.27722914,0.471052631578947,"Common"
"91","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Sebastes borealis","Shortraker rockfish","Abundant",1076.86239621,0.126315789473684,"Less Common"
"92","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Sebastes polyspinis","Northern rockfish","Abundant",3890.75795742,0.284210526315789,"Common"
"93","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Sebastolobus alascanus","Shortspine thornyhead","Common",272.50550186,0.128947368421053,"Less Common"
"94","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Solaster dawsoni","Morning sun star","Common",1.83608009,0.0578947368421053,"Rare"
"95","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Triglops forficatus","Scissortail sculpin","Common",25.00718686,0.221052631578947,"Less Common"
"96","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Triglops scepticus","Spectacled sculpin","Common",114.25023954,0.381578947368421,"Common"
"97","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1994","Zaprora silenus","Prowfish","Common",135.03523866,0.123684210526316,"Less Common"
"98","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Albatrossia pectoralis","Giant grenadier","Abundant",3417.19148732,0.0580808080808081,"Rare"
"99","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Anoplopoma fimbria","Sablefish","Common",356.6290409,0.0934343434343434,"Rare"
"100","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Aptocyclus ventricosus","Smooth lumpsucker","Less Common",0.51034187,0.0858585858585859,"Rare"
"101","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Bathymaster signatus","Searcher","Common",35.62903087,0.207070707070707,"Less Common"
"102","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Berryteuthis magister","Magister armhook squid","Common",157.85850374,0.255050505050505,"Common"
"103","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Ceramaster japonicus","Red cookie star","Rare",0.39141931,0.0303030303030303,"Rare"
"104","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Ceramaster patagonicus","Cookie star","Common",2.8377428,0.141414141414141,"Less Common"
"105","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Chionoecetes bairdi","Tanner crab","Common",12.74831721,0.0580808080808081,"Rare"
"106","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Crossaster papposus","Common sunstar","Less Common",1.50396664,0.111111111111111,"Less Common"
"107","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Diplopteraster multipes","Pincushion star","Common",5.29517993,0.0833333333333333,"Rare"
"108","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Elassochirus cavimanus","Purple hermit","Less Common",0.47259893,0.0555555555555556,"Rare"
"109","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Elassochirus tenuimanus","Widehand hermit","Rare",0.05588641,0.00505050505050505,"Rare"
"110","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Enteroctopus dofleini","North pacific giant octopus","Common",25.57139123,0.0176767676767677,"Rare"
"111","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Erimacrus isenbeckii","Hair crab","Less Common",0.81281201,0.0151515151515152,"Rare"
"112","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Eumicrotremus orbis","Pacific spiny lumpsucker","Less Common",0.64640239,0.0707070707070707,"Rare"
"113","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Gadus chalcogrammus","Walleye pollock","Highly Abundant",14765.52963659,0.601010101010101,"Common"
"114","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Gadus macrocephalus","Pacific cod","Highly Abundant",6677.72704529,0.674242424242424,"Common"
"115","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Glyptocephalus zachirus","Rex sole","Abundant",496.74911411,0.308080808080808,"Common"
"116","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Gorgonocephalus eucnemis","Basket star","Common",145.950517,0.29040404040404,"Common"
"117","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Gymnocanthus galeatus","Armorhead sculpin","Common",5.8843751,0.0353535353535354,"Rare"
"118","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Hemilepidotus jordani","Yellow irish lord","Common",222.2406703,0.313131313131313,"Common"
"119","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Hemilepidotus zapus","Longfin irish lord","Common",1.69866332,0.0505050505050505,"Rare"
"120","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Hemitripterus bolini","Bigmouth sculpin","Common",88.3351617,0.0757575757575758,"Rare"
"121","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Hippasteria phrygiana","Arctic cushion star","Common",4.12280402,0.126262626262626,"Less Common"
"122","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Hippoglossoides elassodon","Flathead sole","Abundant",938.42123475,0.277777777777778,"Common"
"123","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Hippoglossus stenolepis","Pacific halibut","Highly Abundant",4331.36273212,0.570707070707071,"Common"
"124","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Hyas lyratus","Pacific lyre crab","Common",3.84916535,0.143939393939394,"Less Common"
"125","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Lepidopsetta sp.","Rock soles","Abundant",3393.03583511,0.691919191919192,"Common"
"126","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Lethasterias nanimensis","Black spined sea star","Common",15.42340459,0.128787878787879,"Less Common"
"127","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Lethotremus muticus","Docked snailfish","Rare",0.01186564,0.00757575757575758,"Rare"
"128","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Lithodes aequispinus","Golden king crab","Common",69.6721118,0.191919191919192,"Less Common"
"129","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Lycodes concolor","Ebony eelpout","Common",11.0628303,0.0303030303030303,"Rare"
"130","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Malacocottus zonurus","Darkfin sculpin","Common",236.04772576,0.464646464646465,"Common"
"131","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Microstomus pacificus","Dover sole","Common",23.12335813,0.0732323232323232,"Rare"
"132","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Modiolus modiolus","Northern horsemussel","Common",4.29107504,0.0353535353535354,"Rare"
"133","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Myoxocephalus polyacanthocephalus","Great sculpin","Common",113.6242416,0.0984848484848485,"Rare"
"134","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Oregonia gracilis","Graceful decorator crab","Rare",0.34488655,0.0707070707070707,"Rare"
"135","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Pagurus aleuticus","Aleutian hermit","Rare",0.11129496,0.00252525252525253,"Rare"
"136","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Pagurus brandti","Sponge hermit","Common",2.26391601,0.053030303030303,"Rare"
"137","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Pleurogrammus monopterygius","Atka mackerel","Highly Abundant",36086.94048897,0.217171717171717,"Less Common"
"138","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Podothecus accipenserinus","Sturgeon poacher","Common",4.3617373,0.0505050505050505,"Rare"
"139","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Pseudarchaster parelii","Northern scarlet star","Less Common",0.51076891,0.0555555555555556,"Rare"
"140","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Reinhardtius hippoglossoides","Greenland halibut","Abundant",1198.78020346,0.108585858585859,"Less Common"
"141","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Rossia pacifica","Eastern pacific bobtail","Less Common",1.44399344,0.095959595959596,"Rare"
"142","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Sarritor frenatus","Sawback poacher","Common",5.20161966,0.174242424242424,"Less Common"
"143","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Sebastes alutus","Pacific ocean perch","Highly Abundant",65556.22194257,0.535353535353535,"Common"
"144","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Sebastes borealis","Shortraker rockfish","Abundant",1861.99402236,0.136363636363636,"Less Common"
"145","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Sebastes polyspinis","Northern rockfish","Highly Abundant",6114.52933248,0.328282828282828,"Common"
"146","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Sebastolobus alascanus","Shortspine thornyhead","Common",434.2737564,0.146464646464646,"Less Common"
"147","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Solaster dawsoni","Morning sun star","Less Common",0.62508543,0.0176767676767677,"Rare"
"148","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Triglops forficatus","Scissortail sculpin","Common",18.24691036,0.111111111111111,"Less Common"
"149","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Triglops scepticus","Spectacled sculpin","Common",97.29477973,0.333333333333333,"Common"
"150","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","1997","Zaprora silenus","Prowfish","Abundant",679.55531819,0.118686868686869,"Less Common"
"151","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Albatrossia pectoralis","Giant grenadier","Highly Abundant",9806.11176705,0.045346062052506,"Rare"
"152","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Anoplopoma fimbria","Sablefish","Abundant",986.55381496,0.102625298329356,"Less Common"
"153","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Aptocyclus ventricosus","Smooth lumpsucker","Less Common",0.66848346,0.0119331742243437,"Rare"
"154","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Arctoraja parmifera","Alaska skate","Abundant",631.68933762,0.198090692124105,"Less Common"
"155","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Bathymaster signatus","Searcher","Common",23.40864656,0.171837708830549,"Less Common"
"156","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Berryteuthis magister","Magister armhook squid","Common",163.40569815,0.303102625298329,"Common"
"157","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Ceramaster japonicus","Red cookie star","Rare",0.06105548,0.00715990453460621,"Rare"
"158","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Ceramaster patagonicus","Cookie star","Common",3.59362378,0.210023866348449,"Less Common"
"159","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Chionoecetes bairdi","Tanner crab","Common",16.4568289,0.0692124105011933,"Rare"
"160","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Crossaster papposus","Common sunstar","Common",2.18207116,0.126491646778043,"Less Common"
"161","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Diplopteraster multipes","Pincushion star","Common",6.56256356,0.116945107398568,"Less Common"
"162","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Elassochirus cavimanus","Purple hermit","Less Common",1.15507248,0.116945107398568,"Less Common"
"163","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Elassochirus tenuimanus","Widehand hermit","Less Common",0.87583767,0.0715990453460621,"Rare"
"164","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Enteroctopus dofleini","North pacific giant octopus","Common",33.081685,0.0381861575178998,"Rare"
"165","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Erimacrus isenbeckii","Hair crab","Less Common",1.15521944,0.0310262529832936,"Rare"
"166","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Eumicrotremus orbis","Pacific spiny lumpsucker","Less Common",1.27425871,0.13126491646778,"Less Common"
"167","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Gadus chalcogrammus","Walleye pollock","Highly Abundant",15686.99903641,0.610978520286396,"Common"
"168","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Gadus macrocephalus","Pacific cod","Highly Abundant",9996.55696562,0.665871121718377,"Common"
"169","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Glyptocephalus zachirus","Rex sole","Abundant",528.63960486,0.362768496420048,"Common"
"170","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Gorgonocephalus eucnemis","Basket star","Common",161.30849632,0.360381861575179,"Common"
"171","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Gymnocanthus galeatus","Armorhead sculpin","Common",11.94912015,0.0692124105011933,"Rare"
"172","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Hemilepidotus jordani","Yellow irish lord","Common",411.73380176,0.298329355608592,"Common"
"173","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Hemilepidotus zapus","Longfin irish lord","Less Common",0.71299366,0.035799522673031,"Rare"
"174","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Hemitripterus bolini","Bigmouth sculpin","Common",59.38815428,0.0572792362768496,"Rare"
"175","Aleutian Islands","Aleutian Islands Bottom Trawl Survey","2000","Hippasteria phrygiana","Arctic cushion star","Common",3.03220274,0.16945107398568,"Less Common"
